Transaction_ID,Customer_ID,Product,Quantity,Price_per_Unit,Total_Amount,Discount,Payment_Method,Store_Location,Customer_Category,Customer_Age,Customer_Gender,Month,Product_Demand_Score,Cross_Sell_Potential
T10635,C361,Biscuit,6,373.4,2016.36,10,Credit Card,Delhi,Regular,60,Female,1,0.64,0.63
T10636,C841,Salt,1,158.29,126.63,20,Credit Card,Kolkata,Regular,32,Female,1,0.76,0.79
T10637,C183,Coffee,8,334.56,2408.83,10,UPI,Mumbai,Regular,32,Female,1,0.99,0.21
T10638,C345,Butter,7,87.56,490.34,20,Credit Card,Ahmedabad,Regular,55,Male,1,0.33,0.97
T10639,C597,Biscuit,3,347.18,885.31,15,Cash,Hyderabad,Regular,32,Female,1,0.39,0.32
T10640,C38,Soap,1,72.81,58.25,20,Credit Card,Pune,Rare,26,Female,1,0.41,0.5
T10641,C253,Rice,5,218.42,982.89,10,Cash,Pune,Regular,22,Male,1,0.76,0.12
T10642,C267,Toothpaste,4,131.13,498.29,5,Debit Card,Delhi,Regular,36,Female,1,0.94,0.6
T10643,C744,Maggie,8,376.7,2410.88,20,Cash,Kolkata,Rare,41,Male,1,0.98,0.44
T10644,C115,Pepsi,1,138.4,124.56,10,Credit Card,Bangalore,Regular,46,Male,1,0.95,0.32
T10645,C66,Cheese,1,442.04,375.73,15,Cash,Bangalore,Rare,22,Female,1,0.89,0.99
T10646,C339,Atta,4,446.99,1430.37,20,Credit Card,Delhi,Regular,39,Female,1,0.99,0.49
T10647,C460,Shampoo,8,106.26,722.57,15,Cash,Delhi,Rare,30,Male,1,0.44,0.47
T10648,C513,Juice,5,310.78,1320.81,15,Net Banking,Hyderabad,Rare,64,Female,1,0.95,0.52
T10649,C129,Chocolate,2,52.98,105.96,0,Credit Card,Hyderabad,Regular,63,Male,1,0.78,0.2
T10650,C659,Coke,6,201.85,968.88,20,Net Banking,Bangalore,Regular,46,Male,1,0.25,0.45
T10651,C142,Coffee,5,359.53,1617.88,10,UPI,Ahmedabad,Regular,33,Female,1,0.14,0.4
T10652,C503,Milk,2,333.12,532.99,20,Net Banking,Mumbai,Rare,53,Male,1,0.29,0.52
T10653,C63,Biscuit,3,316.1,758.64,20,Debit Card,Bangalore,Regular,34,Female,1,0.8,0.87
T10654,C228,Oil,9,148.45,1135.64,15,Cash,Bangalore,Regular,37,Female,1,0.67,0.27
T10655,C833,Rice,7,195.23,1161.62,15,Debit Card,Ahmedabad,Rare,31,Male,1,0.3,0.65
T10656,C647,Salt,7,60.44,359.62,15,Net Banking,Ahmedabad,Regular,23,Female,1,0.77,0.13
T10657,C842,Juice,6,362.32,1847.83,15,UPI,Delhi,Rare,39,Female,1,0.23,0.39
T10658,C830,Paneer,8,256.91,1849.75,10,Cash,Delhi,Regular,57,Female,1,0.84,0.53
T10659,C456,Maggie,4,357.3,1357.74,5,UPI,Pune,Regular,26,Female,1,0.81,0.17
T10660,C558,Salt,8,131.98,1055.84,0,Net Banking,Hyderabad,Rare,49,Female,1,0.98,0.59
T10661,C29,Salt,4,168.97,574.5,15,Credit Card,Bangalore,Regular,41,Female,1,0.24,0.38
T10662,C989,Coke,8,173.77,1181.64,15,Credit Card,Hyderabad,Regular,50,Male,1,0.92,0.99
T10663,C324,Butter,9,22.61,203.49,0,Debit Card,Hyderabad,Rare,30,Female,1,0.41,0.67
T10664,C269,Butter,3,177.11,451.63,15,Cash,Hyderabad,Rare,52,Male,1,0.47,0.32
T10665,C527,Coffee,3,403.62,1150.32,5,Cash,Hyderabad,Regular,23,Male,1,0.52,0.19
T10666,C132,Shampoo,2,449.68,719.49,20,Cash,Ahmedabad,Regular,57,Female,1,0.66,0.14
T10667,C591,Shampoo,3,263.93,791.79,0,Debit Card,Pune,Rare,47,Female,1,1.0,0.18
T10668,C654,Salt,3,233.2,629.64,10,Debit Card,Kolkata,Regular,55,Male,1,0.64,0.71
T10669,C73,Maggie,5,25.1,125.5,0,Net Banking,Delhi,Rare,33,Male,1,0.93,0.87
T10670,C132,Biscuit,5,440.81,2093.85,5,UPI,Chennai,Regular,18,Female,1,0.33,0.24
T10671,C597,Maggie,2,16.38,29.48,10,Cash,Delhi,Rare,59,Male,1,0.46,0.46
T10672,C24,Toothpaste,6,472.93,2270.06,20,Cash,Kolkata,Regular,35,Male,1,0.55,0.42
T10673,C655,Toothpaste,5,249.72,1061.31,15,UPI,Hyderabad,Rare,39,Female,1,0.39,0.68
T10674,C406,Rice,6,177.55,1065.3,0,Credit Card,Chennai,Rare,43,Male,1,0.98,0.26
T10675,C847,Tea,1,462.87,416.58,10,Cash,Mumbai,Regular,31,Male,1,0.75,0.96
T10676,C728,Pepsi,5,21.95,109.75,0,Cash,Pune,Rare,54,Female,1,0.53,0.76
T10677,C315,Oil,9,294.9,2123.28,20,Debit Card,Chennai,Rare,31,Female,1,0.78,0.96
T10678,C990,Oil,2,278.98,557.96,0,Cash,Delhi,Rare,43,Female,1,0.52,0.35
T10679,C512,Atta,1,117.47,105.72,10,Cash,Bangalore,Rare,53,Female,1,0.12,0.63
T10680,C338,Atta,9,220.15,1882.28,5,UPI,Chennai,Regular,40,Male,1,0.59,0.76
T10681,C800,Toothpaste,9,329.61,2669.84,10,Net Banking,Bangalore,Regular,19,Male,1,0.66,0.74
T10682,C458,Toothpaste,9,366.29,3296.61,0,UPI,Chennai,Regular,56,Male,1,0.98,0.12
T10683,C568,Salt,6,10.35,49.68,20,Net Banking,Hyderabad,Regular,24,Male,1,0.14,1.0
T10684,C210,Juice,8,469.06,3189.61,15,Credit Card,Bangalore,Regular,56,Male,1,0.56,0.94
T10685,C49,Butter,1,90.62,77.03,15,Net Banking,Hyderabad,Regular,62,Female,1,0.19,0.21
T10686,C506,Salt,4,124.45,398.24,20,UPI,Kolkata,Rare,39,Male,1,0.23,0.59
T10687,C739,Soap,1,139.1,139.1,0,UPI,Hyderabad,Regular,45,Male,1,0.65,0.38
T10688,C263,Pepsi,8,28.53,182.59,20,Debit Card,Delhi,Regular,55,Female,1,0.31,0.89
T10689,C962,Soap,1,70.3,70.3,0,Credit Card,Delhi,Rare,37,Male,1,0.77,0.73
T10690,C428,Toothpaste,3,493.31,1331.94,10,Debit Card,Pune,Regular,35,Male,1,0.56,0.3
T10691,C583,Paneer,4,164.46,624.95,5,Cash,Kolkata,Rare,41,Female,1,0.3,0.13
T10692,C204,Rice,8,66.5,532.0,0,Net Banking,Chennai,Rare,50,Female,1,0.54,0.36
T10693,C439,Tea,6,62.43,318.39,15,Net Banking,Ahmedabad,Rare,62,Male,1,0.1,0.13
T10694,C355,Atta,7,362.54,2157.11,15,Debit Card,Ahmedabad,Regular,43,Female,1,0.88,0.23
T10695,C763,Coffee,8,428.74,3258.42,5,Credit Card,Mumbai,Regular,36,Male,1,0.11,0.67
T10696,C405,Tea,2,135.91,271.82,0,Cash,Ahmedabad,Regular,59,Male,1,0.11,0.77
T10697,C12,Biscuit,8,20.25,153.9,5,Debit Card,Ahmedabad,Regular,30,Female,1,0.65,0.52
T10698,C733,Soap,3,119.31,322.14,10,Cash,Bangalore,Regular,27,Male,1,0.98,0.64
T10699,C28,Shampoo,7,37.69,250.64,5,UPI,Pune,Regular,31,Female,1,0.87,0.24
T10700,C219,Salt,3,60.66,163.78,10,Cash,Bangalore,Regular,26,Female,1,0.33,0.39
T10701,C175,Butter,7,221.44,1317.57,15,Debit Card,Chennai,Regular,28,Male,1,0.28,0.74
T10702,C101,Maggie,2,122.66,220.79,10,Debit Card,Pune,Regular,20,Male,1,0.66,0.43
T10703,C712,Toothpaste,6,262.81,1576.86,0,Net Banking,Delhi,Regular,57,Female,1,0.84,0.41
T10704,C710,Paneer,3,134.21,402.63,0,UPI,Hyderabad,Rare,29,Female,1,0.43,0.27
T10705,C703,Milk,3,470.86,1412.58,0,Debit Card,Kolkata,Regular,52,Female,1,0.49,0.64
T10706,C476,Tea,9,453.91,4085.19,0,Credit Card,Bangalore,Rare,56,Female,1,0.2,0.83
T10707,C696,Atta,7,287.73,1611.29,20,Credit Card,Delhi,New,63,Male,1,0.24,0.52
T10708,C40,Cheese,5,183.67,826.52,10,Net Banking,Mumbai,Regular,56,Female,1,0.61,0.2
T10709,C452,Juice,7,196.76,1377.32,0,Debit Card,Pune,Regular,49,Male,1,0.19,0.85
T10710,C65,Maggie,9,211.81,1810.98,5,UPI,Kolkata,Regular,56,Female,1,0.28,0.16
T10711,C771,Shampoo,1,366.51,348.18,5,Credit Card,Mumbai,Regular,31,Female,1,0.31,0.52
T10712,C188,Coffee,7,231.3,1295.28,20,Net Banking,Chennai,Rare,61,Male,1,0.5,0.33
T10713,C487,Juice,6,429.8,2320.92,10,Cash,Kolkata,Regular,18,Male,1,0.14,0.94
T10714,C607,Coffee,9,472.61,3828.14,10,Cash,Kolkata,Regular,44,Female,1,0.55,0.76
T10715,C968,Tea,1,174.61,157.15,10,Debit Card,Delhi,New,54,Male,1,0.94,0.61
T10716,C379,Coffee,4,284.74,911.17,20,Credit Card,Mumbai,New,60,Male,1,0.12,0.7
T10717,C922,Soap,9,56.58,458.3,10,Cash,Delhi,Regular,18,Male,1,0.67,0.58
T10718,C857,Chocolate,4,108.23,389.63,10,Cash,Bangalore,New,62,Male,1,0.85,0.23
T10719,C983,Cheese,3,212.6,637.8,0,Debit Card,Hyderabad,Regular,46,Female,1,0.38,0.74
T10720,C809,Pepsi,9,111.04,899.42,10,Cash,Pune,Regular,41,Male,1,0.22,0.54
T10721,C780,Shampoo,2,439.51,879.02,0,Net Banking,Chennai,Regular,34,Female,1,0.14,0.67
T10722,C638,Coke,4,87.56,350.24,0,Net Banking,Mumbai,Regular,52,Female,1,0.68,0.14
T10723,C336,Soap,6,233.27,1259.66,10,Cash,Pune,Regular,48,Female,1,0.6,0.23
T10724,C488,Paneer,2,306.79,582.9,5,Cash,Delhi,Regular,59,Female,1,0.31,0.63
T10725,C775,Tea,8,349.01,2373.27,15,UPI,Hyderabad,Regular,49,Male,1,0.85,0.51
T10726,C575,Oil,8,197.7,1502.52,5,Credit Card,Kolkata,Regular,36,Female,1,0.76,0.3
T10727,C224,Oil,1,435.86,392.27,10,Net Banking,Bangalore,New,48,Female,1,0.35,0.32
T10728,C809,Chocolate,3,288.48,778.9,10,Debit Card,Mumbai,New,56,Male,1,0.78,0.67
T10729,C996,Juice,9,225.36,1926.83,5,Net Banking,Delhi,Rare,37,Male,1,0.32,0.15
T10730,C774,Milk,5,42.95,193.28,10,Cash,Hyderabad,Regular,45,Male,1,0.71,0.49
T10731,C496,Oil,6,237.7,1426.2,0,Net Banking,Mumbai,Regular,20,Female,1,0.21,0.57
T10732,C843,Sugar,4,412.16,1318.91,20,Debit Card,Hyderabad,Regular,49,Male,1,0.72,0.38
T10733,C224,Shampoo,2,311.13,560.03,10,Credit Card,Hyderabad,Regular,39,Female,1,0.31,0.84
T10734,C899,Pepsi,8,417.76,3007.87,10,Cash,Ahmedabad,Rare,61,Female,1,0.62,0.15
T10735,C92,Coffee,6,252.07,1436.8,5,Cash,Hyderabad,Regular,59,Female,1,0.26,0.88
T10736,C430,Coke,5,68.05,340.25,0,Net Banking,Chennai,Regular,61,Male,1,0.75,0.75
T10737,C463,Shampoo,9,16.68,142.61,5,UPI,Mumbai,Regular,32,Female,1,0.15,0.5
T10738,C875,Coke,1,158.58,150.65,5,Credit Card,Hyderabad,Regular,55,Female,1,0.25,0.93
T10739,C655,Maggie,5,352.02,1584.09,10,Credit Card,Chennai,Rare,36,Male,1,0.27,0.73
T10740,C948,Toothpaste,6,397.23,2383.38,0,Cash,Ahmedabad,Rare,48,Female,1,0.14,0.94
T10741,C326,Maggie,5,154.92,697.14,10,Net Banking,Hyderabad,Regular,43,Male,1,0.77,0.53
T10742,C140,Coffee,6,252.87,1365.5,10,UPI,Ahmedabad,Regular,22,Male,1,0.98,0.51
T10743,C45,Paneer,6,216.35,1168.29,10,UPI,Mumbai,Regular,37,Male,1,0.8,0.58
T10744,C100,Shampoo,7,211.16,1330.31,10,Net Banking,Kolkata,Regular,19,Male,2,0.87,0.16
T10745,C348,Salt,4,123.36,394.75,20,Net Banking,Bangalore,Regular,38,Male,2,0.11,0.92
T10746,C191,Butter,8,76.82,522.38,15,Debit Card,Chennai,Regular,53,Male,2,0.21,0.7
T10747,C971,Atta,7,106.38,744.66,0,Credit Card,Mumbai,Regular,45,Female,2,0.6,0.66
T10748,C92,Maggie,9,37.11,267.19,20,Cash,Hyderabad,Rare,37,Male,2,0.98,0.93
T10749,C846,Cheese,7,107.08,637.13,15,Debit Card,Ahmedabad,Regular,54,Female,2,0.69,0.99
T10750,C53,Shampoo,3,14.51,37.0,15,Debit Card,Ahmedabad,Regular,56,Female,2,0.44,0.25
T10751,C30,Shampoo,3,317.36,809.27,15,Credit Card,Bangalore,Regular,53,Female,2,0.23,0.77
T10752,C989,Milk,8,165.02,1056.13,20,Debit Card,Pune,New,28,Female,2,0.24,0.62
T10753,C17,Tea,5,486.84,2434.2,0,Debit Card,Kolkata,Regular,20,Male,2,0.43,0.51
T10754,C904,Maggie,4,104.92,398.7,5,Credit Card,Chennai,Regular,54,Female,2,0.74,0.98
T10755,C535,Soap,8,179.46,1220.33,15,Cash,Kolkata,Regular,37,Male,2,0.13,0.87
T10756,C70,Soap,6,185.34,1056.44,5,Credit Card,Chennai,Regular,49,Female,2,0.87,0.73
T10757,C532,Toothpaste,2,14.14,26.87,5,Debit Card,Kolkata,Rare,64,Male,2,0.95,0.44
T10758,C116,Butter,4,421.21,1516.36,10,Credit Card,Kolkata,Regular,42,Male,2,0.9,0.7
T10759,C471,Atta,4,25.68,97.58,5,Cash,Ahmedabad,Regular,38,Female,2,0.92,0.58
T10760,C958,Biscuit,6,470.69,2541.73,10,Debit Card,Ahmedabad,Rare,33,Male,2,0.11,0.32
T10761,C787,Biscuit,6,447.12,2682.72,0,Cash,Kolkata,Regular,59,Male,2,0.98,0.51
T10762,C1000,Pepsi,1,272.41,272.41,0,Debit Card,Delhi,Regular,18,Male,2,0.43,0.29
T10763,C5,Oil,8,276.36,1989.79,10,Debit Card,Delhi,Regular,40,Male,2,0.88,0.55
T10764,C93,Butter,6,330.35,1982.1,0,UPI,Chennai,Regular,60,Female,2,0.27,0.75
T10765,C284,Oil,3,199.65,509.11,15,Net Banking,Ahmedabad,Regular,41,Female,2,0.5,0.13
T10766,C575,Shampoo,9,327.14,2944.26,0,Cash,Hyderabad,Regular,64,Female,2,0.14,0.79
T10767,C307,Rice,2,31.94,57.49,10,Debit Card,Pune,Regular,42,Female,2,0.14,0.12
T10768,C401,Juice,8,36.48,248.06,15,Cash,Hyderabad,Rare,24,Male,2,0.95,0.57
T10769,C289,Atta,3,234.04,667.01,5,Net Banking,Kolkata,Rare,55,Female,2,0.83,0.62
T10770,C484,Soap,5,279.31,1326.72,5,Credit Card,Pune,Regular,64,Female,2,0.58,0.79
T10771,C543,Shampoo,6,445.03,2536.67,5,Credit Card,Chennai,Rare,64,Male,2,0.57,0.78
T10772,C693,Atta,6,61.28,330.91,10,UPI,Chennai,Regular,56,Male,2,0.77,0.48
T10773,C298,Oil,4,413.1,1569.78,5,Net Banking,Ahmedabad,Regular,52,Female,2,0.41,0.16
T10774,C951,Milk,3,112.92,338.76,0,Net Banking,Bangalore,Regular,31,Female,2,0.79,0.72
T10775,C122,Atta,4,203.1,771.78,5,Debit Card,Pune,Rare,26,Female,2,0.54,0.56
T10776,C738,Pepsi,1,165.14,132.11,20,Cash,Pune,Regular,20,Male,2,0.67,0.4
T10777,C492,Milk,4,206.08,659.46,20,Debit Card,Chennai,Regular,55,Female,2,0.97,0.31
T10778,C94,Coffee,1,83.74,79.55,5,Cash,Mumbai,Rare,37,Male,2,0.52,0.21
T10779,C660,Tea,1,256.75,243.91,5,Debit Card,Pune,Rare,58,Male,2,0.48,0.37
T10780,C612,Shampoo,6,402.8,1933.44,20,UPI,Delhi,Regular,50,Female,2,0.92,0.51
T10781,C870,Coke,5,226.35,1075.16,5,Debit Card,Ahmedabad,Regular,58,Male,2,0.91,0.53
T10782,C8,Butter,4,250.4,851.36,15,Cash,Chennai,Regular,61,Male,2,0.99,0.62
T10783,C260,Coffee,3,425.9,1022.16,20,Net Banking,Delhi,Regular,49,Female,2,0.6,0.43
T10784,C631,Rice,1,355.97,320.37,10,Debit Card,Mumbai,Regular,53,Male,2,0.41,0.93
T10785,C90,Sugar,6,250.32,1201.54,20,Credit Card,Mumbai,Rare,43,Male,2,0.32,0.55
T10786,C65,Atta,2,136.27,272.54,0,UPI,Pune,Rare,22,Male,2,0.13,0.48
T10787,C821,Rice,8,443.61,3016.55,15,Debit Card,Chennai,Regular,47,Female,2,0.75,0.14
T10788,C588,Pepsi,5,292.74,1317.33,10,Net Banking,Ahmedabad,Regular,34,Male,2,0.31,0.64
T10789,C451,Atta,7,118.36,787.09,5,Net Banking,Kolkata,Regular,23,Male,2,0.65,0.64
T10790,C53,Chocolate,2,141.87,283.74,0,Credit Card,Chennai,Regular,32,Male,2,0.92,0.62
T10791,C144,Coffee,8,403.54,3228.32,0,UPI,Ahmedabad,Rare,18,Female,2,0.96,0.9
T10792,C497,Maggie,2,31.63,53.77,15,Net Banking,Delhi,Regular,30,Female,2,0.1,0.79
T10793,C20,Pepsi,4,496.13,1786.07,10,Cash,Pune,Regular,51,Female,2,0.39,0.88
T10794,C729,Coke,1,73.87,73.87,0,Debit Card,Ahmedabad,Rare,47,Female,2,0.85,0.15
T10795,C113,Chocolate,5,400.07,1800.32,10,Cash,Delhi,Regular,36,Female,2,0.58,0.39
T10796,C4,Chocolate,9,203.44,1647.86,10,UPI,Hyderabad,Rare,19,Female,2,0.83,0.39
T10797,C31,Salt,1,251.19,251.19,0,UPI,Pune,Regular,61,Female,2,0.87,0.69
T10798,C361,Soap,9,441.52,3576.31,10,Credit Card,Mumbai,Regular,29,Male,2,0.5,0.5
T10799,C838,Sugar,8,212.33,1443.84,15,Debit Card,Bangalore,Regular,57,Male,2,0.42,0.8
T10800,C328,Biscuit,6,273.37,1640.22,0,UPI,Mumbai,Regular,61,Female,2,0.51,0.45
T10801,C301,Juice,7,34.16,203.25,15,Credit Card,Kolkata,Regular,41,Female,2,0.69,0.3
T10802,C545,Tea,3,11.15,28.43,15,Credit Card,Hyderabad,Regular,28,Female,2,0.43,0.36
T10803,C505,Butter,1,129.95,116.96,10,Credit Card,Delhi,Regular,19,Male,2,0.8,0.26
T10804,C3,Coffee,5,343.49,1545.71,10,Net Banking,Kolkata,Regular,18,Male,2,0.91,0.28
T10805,C672,Shampoo,2,69.42,138.84,0,Net Banking,Delhi,Regular,45,Male,2,0.35,0.3
T10806,C163,Butter,5,65.74,312.26,5,UPI,Ahmedabad,Regular,21,Male,2,0.97,0.11
T10807,C208,Milk,8,211.37,1690.96,0,Credit Card,Ahmedabad,Regular,58,Female,2,0.66,0.74
T10808,C67,Cheese,9,327.44,2504.92,15,UPI,Pune,Regular,47,Male,2,0.89,0.46
T10809,C983,Juice,2,358.92,646.06,10,Credit Card,Delhi,New,24,Male,2,0.19,0.12
T10810,C147,Chocolate,3,97.44,248.47,15,Net Banking,Pune,Rare,39,Male,2,0.33,0.43
T10811,C853,Rice,3,49.0,117.6,20,Cash,Mumbai,Regular,43,Female,2,0.39,0.91
T10812,C328,Milk,1,470.79,376.63,20,UPI,Mumbai,Regular,46,Female,2,0.37,0.56
T10813,C619,Chocolate,8,137.73,936.56,15,Net Banking,Hyderabad,Regular,42,Female,2,0.25,0.99
T10814,C434,Sugar,6,428.14,2440.4,5,Debit Card,Bangalore,Rare,27,Male,2,0.88,0.59
T10815,C70,Biscuit,8,433.11,3291.64,5,Credit Card,Delhi,Regular,37,Male,2,0.48,0.97
T10816,C634,Pepsi,9,388.54,3496.86,0,UPI,Bangalore,Regular,31,Male,2,0.97,0.28
T10817,C860,Shampoo,5,92.73,463.65,0,Cash,Ahmedabad,Regular,50,Female,2,0.63,0.36
T10818,C110,Shampoo,3,412.68,1238.04,0,Net Banking,Pune,Regular,22,Female,2,0.22,0.73
T10819,C592,Butter,5,386.93,1741.19,10,UPI,Hyderabad,Regular,62,Male,2,0.59,0.99
T10820,C206,Milk,5,302.39,1436.35,5,Credit Card,Ahmedabad,Regular,23,Male,2,0.99,0.84
T10821,C938,Pepsi,5,175.23,744.73,15,UPI,Pune,Regular,39,Female,2,0.61,0.6
T10822,C682,Chocolate,3,138.63,332.71,20,Credit Card,Chennai,Regular,34,Male,2,0.1,0.18
T10823,C783,Butter,4,69.73,264.97,5,Net Banking,Kolkata,Regular,32,Male,2,0.94,0.43
T10824,C863,Cheese,9,259.78,2221.12,5,Credit Card,Ahmedabad,Regular,56,Male,2,0.31,0.18
T10825,C375,Tea,9,296.78,2537.47,5,Cash,Mumbai,Rare,57,Female,2,0.72,0.38
T10826,C126,Maggie,2,186.08,372.16,0,UPI,Delhi,Regular,45,Female,2,0.56,0.33
T10827,C993,Cheese,8,242.93,1749.1,10,Cash,Bangalore,Regular,19,Female,2,0.39,0.45
T10828,C685,Pepsi,8,188.12,1279.22,15,Cash,Mumbai,Rare,35,Female,2,0.35,0.85
T10829,C360,Atta,7,324.09,2268.63,0,Credit Card,Bangalore,New,44,Female,2,0.94,0.24
T10830,C134,Tea,8,451.62,3251.66,10,Debit Card,Mumbai,Rare,38,Female,2,0.92,0.38
T10831,C342,Butter,3,90.32,257.41,5,UPI,Kolkata,Regular,40,Female,2,0.56,0.34
T10832,C269,Rice,6,196.89,1063.21,10,UPI,Mumbai,Regular,24,Female,2,0.33,0.37
T10833,C282,Atta,1,79.03,79.03,0,Cash,Kolkata,Regular,36,Female,2,0.19,0.42
T10834,C418,Soap,7,316.22,2102.86,5,Debit Card,Hyderabad,Regular,26,Male,2,0.24,0.32
T10835,C780,Pepsi,1,367.15,367.15,0,UPI,Ahmedabad,Regular,29,Male,2,0.57,0.95
T10836,C501,Atta,9,466.64,3569.8,15,Credit Card,Pune,Regular,63,Male,2,0.38,0.48
T10837,C21,Biscuit,1,146.65,139.32,5,UPI,Delhi,Regular,47,Male,2,0.14,0.2
T10838,C233,Paneer,1,475.6,428.04,10,UPI,Kolkata,Regular,24,Female,2,0.51,0.52
T10839,C703,Sugar,7,41.0,287.0,0,Net Banking,Bangalore,Regular,19,Male,2,0.77,0.27
T10840,C839,Coke,2,305.48,488.77,20,Credit Card,Chennai,Regular,34,Male,2,0.9,0.29
T10841,C738,Atta,5,38.0,171.0,10,UPI,Chennai,Regular,28,Male,2,0.63,0.36
T10842,C30,Toothpaste,8,447.95,3225.24,10,Debit Card,Chennai,Rare,29,Female,2,0.75,0.21
T10843,C36,Atta,8,269.61,2049.04,5,Net Banking,Chennai,Rare,20,Male,2,0.43,0.75
T10844,C307,Salt,3,337.98,912.55,10,Cash,Ahmedabad,Regular,38,Male,2,0.55,0.81
T10845,C341,Shampoo,7,417.47,2922.29,0,Credit Card,Mumbai,Rare,31,Male,2,0.76,0.45
T10846,C909,Butter,3,83.65,200.76,20,Credit Card,Ahmedabad,Regular,32,Female,2,0.75,0.72
T10847,C197,Sugar,6,28.91,147.44,15,UPI,Bangalore,Regular,59,Male,2,0.48,0.45
T10848,C624,Chocolate,6,440.65,2115.12,20,UPI,Kolkata,Regular,58,Female,2,0.59,0.25
T10849,C193,Biscuit,3,164.32,492.96,0,UPI,Chennai,Rare,27,Female,2,0.93,0.46
T10850,C903,Soap,7,73.2,486.78,5,Cash,Ahmedabad,Rare,53,Male,2,0.67,0.6
T10851,C251,Oil,3,239.55,718.65,0,Credit Card,Mumbai,Regular,27,Female,2,0.68,0.14
T10852,C34,Biscuit,8,303.17,2182.82,10,Credit Card,Hyderabad,Regular,34,Female,2,0.81,0.69
T10853,C422,Oil,4,25.18,95.68,5,UPI,Mumbai,Regular,61,Male,2,0.2,0.77
T10854,C82,Salt,1,144.7,122.99,15,Net Banking,Delhi,Regular,42,Female,2,0.57,0.87
T10855,C520,Cheese,4,26.07,88.64,15,Credit Card,Pune,Regular,44,Male,2,0.96,0.19
T10856,C781,Paneer,7,215.96,1511.72,0,Credit Card,Delhi,Regular,50,Male,2,0.43,0.1
T10857,C942,Shampoo,4,448.6,1614.96,10,Net Banking,Ahmedabad,Rare,28,Male,2,0.37,0.17
T10858,C231,Biscuit,6,491.5,2506.65,15,Debit Card,Hyderabad,New,30,Female,2,0.64,0.93
T10859,C966,Atta,9,322.15,2319.48,20,Cash,Chennai,Regular,18,Male,2,0.3,0.79
T10860,C688,Butter,1,89.2,84.74,5,Net Banking,Mumbai,Regular,48,Male,2,0.6,0.85
T10861,C318,Coffee,5,453.87,1815.48,20,Debit Card,Ahmedabad,Regular,50,Male,2,0.24,0.57
T10862,C130,Oil,7,262.96,1564.61,15,Credit Card,Kolkata,Regular,38,Female,2,0.62,0.57
T10863,C869,Rice,1,85.34,72.54,15,Net Banking,Hyderabad,Rare,33,Male,2,0.64,0.37
T10864,C835,Atta,4,461.65,1846.6,0,Cash,Chennai,Regular,56,Female,2,0.48,0.86
T10865,C120,Shampoo,6,381.16,2286.96,0,UPI,Delhi,Regular,40,Female,2,0.44,0.85
T10866,C561,Coffee,2,368.54,700.23,5,Cash,Mumbai,Rare,27,Male,2,0.32,0.45
T10867,C918,Milk,5,357.5,1787.5,0,UPI,Pune,Regular,50,Female,2,0.4,0.4
T10868,C116,Chocolate,1,108.17,97.35,10,UPI,Mumbai,Regular,39,Male,2,0.55,0.76
T10869,C459,Coke,6,113.39,646.32,5,Credit Card,Pune,Regular,58,Female,2,0.32,0.12
T10870,C126,Juice,6,347.26,1875.2,10,Net Banking,Pune,Regular,23,Male,2,0.8,0.87
T10871,C688,Cheese,4,117.66,470.64,0,Credit Card,Ahmedabad,Regular,64,Male,2,0.74,0.5
T10872,C294,Milk,8,224.95,1709.62,5,Debit Card,Delhi,Rare,53,Female,2,0.34,0.5
T10873,C279,Biscuit,4,393.18,1336.81,15,UPI,Chennai,Rare,64,Male,2,0.19,0.7
T10874,C166,Tea,8,394.14,2522.5,20,UPI,Delhi,Regular,27,Male,2,0.1,0.68
T10875,C425,Milk,8,232.1,1578.28,15,Debit Card,Mumbai,Regular,33,Female,2,0.64,0.34
T10876,C214,Chocolate,5,398.17,1791.76,10,UPI,Pune,Regular,30,Female,2,0.29,0.95
T10877,C177,Tea,4,420.92,1431.13,15,Net Banking,Kolkata,Regular,37,Female,2,0.11,0.99
T10878,C886,Coffee,2,330.84,562.43,15,UPI,Bangalore,Regular,21,Female,2,0.42,0.57
T10879,C297,Rice,3,121.93,292.63,20,Credit Card,Kolkata,Regular,37,Female,2,0.97,0.61
T10880,C158,Chocolate,3,144.27,346.25,20,Cash,Mumbai,Regular,39,Male,2,0.72,0.6
T10881,C997,Sugar,4,164.27,558.52,15,Debit Card,Hyderabad,Rare,46,Male,2,0.87,0.54
T10882,C728,Pepsi,4,67.23,215.14,20,Debit Card,Ahmedabad,Regular,33,Male,2,0.23,0.95
T10883,C359,Butter,5,143.85,611.36,15,Debit Card,Chennai,Regular,60,Female,2,0.17,0.32
T10884,C616,Cheese,4,112.66,428.11,5,UPI,Pune,Regular,64,Female,2,0.11,0.2
T10885,C584,Salt,8,233.11,1585.15,15,Net Banking,Ahmedabad,Regular,60,Male,2,0.96,0.94
T10886,C951,Coffee,6,455.13,2730.78,0,Credit Card,Kolkata,Regular,40,Female,2,0.37,0.29
T10887,C512,Tea,6,61.2,293.76,20,Credit Card,Hyderabad,Regular,47,Male,2,0.51,0.77
T10888,C48,Pepsi,8,362.93,2322.75,20,Cash,Chennai,Regular,47,Male,2,0.46,0.28
T10889,C182,Sugar,7,346.77,2184.65,10,Cash,Pune,New,60,Female,2,0.76,0.96
T10890,C777,Coke,8,56.92,409.82,10,Net Banking,Mumbai,Regular,20,Female,2,0.38,0.81
